section	item	value	note
c_shape	all_evidence_bundle_native_gap_retdec_batch19_symbols	452	Prefixed native gap RetDec batch 19 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch20_functions	19	RetDec native C function bodies from native gap batch 20 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch20_symbols	404	Prefixed native gap RetDec batch 20 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch21_functions	31	RetDec native C function bodies from native gap batch 21 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch21_symbols	399	Prefixed native gap RetDec batch 21 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch22_functions	16	RetDec native C function bodies from native gap batch 22 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch22_symbols	487	Prefixed native gap RetDec batch 22 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch23_functions	16	RetDec native C function bodies from native gap batch 23 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch23_symbols	387	Prefixed native gap RetDec batch 23 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch24_functions	16	RetDec native C function bodies from native gap batch 24 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch24_symbols	466	Prefixed native gap RetDec batch 24 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch25_functions	16	RetDec native C function bodies from native gap batch 25 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch25_symbols	489	Prefixed native gap RetDec batch 25 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch26_functions	19	RetDec native C function bodies from native gap batch 26 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch26_symbols	447	Prefixed native gap RetDec batch 26 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch27_functions	16	RetDec native C function bodies from native gap batch 27 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch27_symbols	368	Prefixed native gap RetDec batch 27 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch28_functions	18	RetDec native C function bodies from native gap batch 28 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch28_symbols	420	Prefixed native gap RetDec batch 28 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch29_functions	16	RetDec native C function bodies from native gap batch 29 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch29_symbols	382	Prefixed native gap RetDec batch 29 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch30_functions	16	RetDec native C function bodies from native gap batch 30 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch30_symbols	437	Prefixed native gap RetDec batch 30 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch31_functions	20	RetDec native C function bodies from native gap batch 31 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch31_symbols	434	Prefixed native gap RetDec batch 31 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch32_functions	16	RetDec native C function bodies from native gap batch 32 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch32_symbols	418	Prefixed native gap RetDec batch 32 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch33_functions	17	RetDec native C function bodies from native gap batch 33 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch33_symbols	434	Prefixed native gap RetDec batch 33 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch34_functions	16	RetDec native C function bodies from native gap batch 34 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch34_symbols	387	Prefixed native gap RetDec batch 34 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch35_functions	16	RetDec native C function bodies from native gap batch 35 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch35_symbols	362	Prefixed native gap RetDec batch 35 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch36_functions	16	RetDec native C function bodies from native gap batch 36 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch36_symbols	369	Prefixed native gap RetDec batch 36 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch37_functions	16	RetDec native C function bodies from native gap batch 37 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch37_symbols	423	Prefixed native gap RetDec batch 37 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch38_functions	20	RetDec native C function bodies from native gap batch 38 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch38_symbols	419	Prefixed native gap RetDec batch 38 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch39_functions	19	RetDec native C function bodies from native gap batch 39 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch39_symbols	387	Prefixed native gap RetDec batch 39 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch40_functions	16	RetDec native C function bodies from native gap batch 40 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch40_symbols	413	Prefixed native gap RetDec batch 40 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch41_functions	16	RetDec native C function bodies from native gap batch 41 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch41_symbols	416	Prefixed native gap RetDec batch 41 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch42_functions	18	RetDec native C function bodies from native gap batch 42 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch42_symbols	431	Prefixed native gap RetDec batch 42 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch43_functions	18	RetDec native C function bodies from native gap batch 43 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch43_symbols	450	Prefixed native gap RetDec batch 43 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch44_functions	32	RetDec native C function bodies from native gap batch 44 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch44_symbols	415	Prefixed native gap RetDec batch 44 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch45_functions	16	RetDec native C function bodies from native gap batch 45 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch45_symbols	402	Prefixed native gap RetDec batch 45 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch46_functions	16	RetDec native C function bodies from native gap batch 46 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch46_symbols	455	Prefixed native gap RetDec batch 46 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch47_functions	16	RetDec native C function bodies from native gap batch 47 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch47_symbols	411	Prefixed native gap RetDec batch 47 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch48_functions	16	RetDec native C function bodies from native gap batch 48 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch48_symbols	399	Prefixed native gap RetDec batch 48 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch49_functions	16	RetDec native C function bodies from native gap batch 49 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch49_symbols	437	Prefixed native gap RetDec batch 49 symbols retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch50_functions	16	RetDec native C function bodies from native gap batch 50 retained in the all-evidence single file.
c_shape	all_evidence_bundle_native_gap_retdec_batch50_symbols	449	Prefixed native gap RetDec batch 50 symbols retained in the all-evidence single file.
